id	name	ICD-10-CM	MeSH	OMIM	SNOMED CT	GTR
osteopetrosis	Osteopetrosis	Q78.2	D010022	612301,166600,259700,611490,259720,259710,611497,259730,600329	254122007,1926006,254121000	C1850127,C1843330,C1850126,C1969093,C1968603,C0345407,C2676766,C3179239,C1969106
osteoporosis-pseudoglioma-syndrome	Osteoporosis-pseudoglioma syndrome		D010024	259770	254112001	C0432252
otopalatodigital-syndrome-type-1	Otopalatodigital syndrome type 1		D010009	311300	54036001	C0265251
otopalatodigital-syndrome-type-2	Otopalatodigital syndrome type 2		D010009	304120	42432003	C1844696
otospondylomegaepiphyseal-dysplasia	Otospondylomegaepiphyseal dysplasia		D003095	215150	254060000	C5551484,C1848488
otulipenia	Otulipenia		D056660	617099		C4310614
ovarian-cancer	Ovarian cancer	C56,C56.9,C56.1,C56.2	D010051	612555,614291,167000,613399,604370,607893	363443007	C1140680
pachyonychia-congenita	Pachyonychia congenita		D053549	167210,615726,167200,615728	39427000	C1721007,C0265334,C3714949,C1706595
pacs1-syndrome	PACS1 syndrome		D008607,D007805	615009		C3554343
paget-disease-of-bone	Paget disease of bone	M88.869,M88.85,M88.819,M88.842,M88.81,M88.879,M88.86,M88.8,M88.0,M88.841,M88.862,M88.811,M88.831,M88.829,M88.851,M88.1,M88.859,M88.852,M88.849,M88.871,M88.812,M88.872,M88.9,M88.839,M88.83,M88.861,M88.832,M88.88,M88,M88.822,M88.87,M88.89,M88.821,M88.82,M88.84	D010001	602080,167250,239000,606263	2089002	C0268414,C0029401,C4085250,C4085251,C4085252
pallister-hall-syndrome	Pallister-Hall syndrome		D054975	146510	56677004	C0265220
pallister-killian-mosaic-syndrome	Pallister-Killian mosaic syndrome		D025063	601803	9527009	C0265449
palmoplantar-keratoderma-with-deafness	Palmoplantar keratoderma with deafness		D007645	148350	722203001	C1835672
pantothenate-kinase-associated-neurodegeneration	Pantothenate kinase-associated neurodegeneration	G23.0	D006211	234200,607236	2992000	C0018523
paramyotonia-congenita	Paramyotonia congenita		D020967	168300	41574007	C0221055
parathyroid-cancer	Parathyroid cancer	C75.0	D010282	608266	363481002	C0687150
parkes-weber-syndrome	Parkes Weber syndrome		D054079	608354	234143003	C5574870
parkinsons-disease	Parkinson's disease	G20	D010300	602404,614203,607060,300557,613643,610297,613164,556500,605543,168600,612953,614251,605909,260300,606852,168601,606324,600116,607688	49049000	C3160718,C1838867,C4083045,C1868595,C2751012,C1847360,C3280133,C1868675,C1853202,C2751842,C1846862,C3280271,C3150899,C1854182,C1850100,C1845165,C1865581,C1853445,C1853833
paroxysmal-extreme-pain-disorder	Paroxysmal extreme pain disorder		D010148	167400	699190008	C1833661
paroxysmal-nocturnal-hemoglobinuria	Paroxysmal nocturnal hemoglobinuria	D59.5	D006457	311770	1963002	C0024790
partington-syndrome	Partington syndrome		D038901	309510	702412005	C0796250
pdgfra-associated-chronic-eosinophilic-leukemia	PDGFRA-associated chronic eosinophilic leukemia		D017681	607685	128835008,188733003	C0206141
pdgfrb-associated-chronic-eosinophilic-leukemia	PDGFRB-associated chronic eosinophilic leukemia		D017681	131440	190055003,128835008,188733003,413836008	C1851585
pearson-syndrome	Pearson syndrome		D028361	557000	237985009	C0342784
peeling-skin-syndrome-2	Peeling skin syndrome 2		D003873	609796	709416009	C1853354
pelizaeus-merzbacher-disease	Pelizaeus-Merzbacher disease		D020371	312080	64855000	C0205711
pelizaeus-merzbacher-like-disease-type-1	Pelizaeus-Merzbacher-like disease type 1		D020279	608804	870287007,717042001	C1837355
pendred-syndrome	Pendred syndrome	E07.1	D006044,D006319	274600	70348004	C0271829
periventricular-heterotopia	Periventricular heterotopia		D054091	608097,608098,617201,300049	253150002	C2678104
permanent-neonatal-diabetes-mellitus	Permanent neonatal diabetes mellitus	P70.2	D003920	260370,606176	609565001	C1833104,C3891828
peroxisomal-acyl-coa-oxidase-deficiency	Peroxisomal acyl-CoA oxidase deficiency		D018901,D008052	264470	238069004	C1849678
perrault-syndrome	Perrault syndrome		D023961,D006319	614926,615300,233400,614129,616138	93466004	C3809105,C0685838,C4015307,C3554105
perry-syndrome	Perry syndrome		D020734	168605	699184009	C1868594
persistent-mullerian-duct-syndrome	Persistent Müllerian duct syndrome		D058490	261550	702358005	C1849930
peters-anomaly	Peters anomaly	Q13.4	D003318	604229	204153003	C4310623,C0344559,C1866560,C1842031
peters-plus-syndrome	Peters plus syndrome		D015785	261540	449817000	C0796012
peutz-jeghers-syndrome	Peutz-Jeghers syndrome	Q85.8	D010580	175200	54411001	C0031269
pfeiffer-syndrome	Pfeiffer syndrome		D000168	101600	70410008	C0220658
pgm3-congenital-disorder-of-glycosylation	PGM3-congenital disorder of glycosylation		D018981	615816		C4014371
phenylketonuria	Phenylketonuria	E70.0	D010661	261600	7573000,60590005,297225000	C0751434
phosphoglycerate-dehydrogenase-deficiency	Phosphoglycerate dehydrogenase deficiency		D000592	601815	303098002	C1866174
phosphoglycerate-kinase-deficiency	Phosphoglycerate kinase deficiency		D008661	300653	124335006	C1970848,C0684324
phosphoglycerate-mutase-deficiency	Phosphoglycerate mutase deficiency		D008661	261670	37666005,124675005	C0268149
phosphoribosylpyrophosphate-synthetase-superactivity	Phosphoribosylpyrophosphate synthetase superactivity		D033461	300661	723454008	C1970827
piebaldism	Piebaldism		D016116	172800	718122005	C0080024
pilomatricoma	Pilomatricoma		D018296	132600	44155009,274901004	C0206711
pitt-hopkins-syndrome	Pitt-Hopkins syndrome		D008607	610954	702344008	C1970431
platyspondylic-lethal-skeletal-dysplasia-torrance-type	Platyspondylic lethal skeletal dysplasia, Torrance type		D003095,D010009	151210	254047006	C1835437
plcg2-associated-antibody-deficiency-and-immune-dysregulation	PLCG2-associated antibody deficiency and immune dysregulation		D014581,D007154	614468		C3280914
pmm2-congenital-disorder-of-glycosylation	PMM2-congenital disorder of glycosylation		D018981	212065	459063003	C0349653
poikiloderma-with-neutropenia	Poikiloderma with neutropenia		D012873	604173		C1858723
pol-iii-related-leukodystrophy	Pol III-related leukodystrophy		D020279	607694,614381	721846006,712637001,722064003	CN168056
polycystic-kidney-disease	Polycystic kidney disease	Q61.3,Z82.71,Q61.2,Q61.19,Q61.1,Q61.11	D007690	613095,263200,173900,600666	28728008,28770003	C0085548,C2751306,C3887964,C0085413,C3149841
polycystic-lipomembranous-osteodysplasia-with-sclerosing-leukoencephalopathy	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy		D019636	221770	702347001	C4721893
polycystic-ovary-syndrome	Polycystic ovary syndrome	E28.2	D011085	184700	830049001,830048009,830054005,69878008,830053004,830052009,830047004	C0032460
polycythemia-vera	Polycythemia vera	D45	D011087	263300	127066000,109992005,414127000,871540009,128841001	C0032463
polymicrogyria	Polymicrogyria		D065706	300388,606854,612691,610031	715905006,4945003,438583008,722036008	C3552236,C4013648,C1847352
pompe-disease	Pompe disease	E74.02	D006009	232300	124462004,274864009	C0751173,C0017921
pontocerebellar-hypoplasia	Pontocerebellar hypoplasia		D002526	611523,607596,612390,615803,610204,613811,614969,614961,277470,612389,608027,615851,614678,225753,615809	45163000,373666002	C1261175
popliteal-pterygium-syndrome	Popliteal pterygium syndrome		D000015	119500	66783006	C0265259
porphyria	Porphyria	E80.29,E80.2,E80.1,E80.21,E80.20,E80.0	D011164	176000,177000,300752,263700,176200,121300,125270,176100	418470004,58275005,22935002,276265003,276263005,44574006,234422006,276262000,51022005,84816006,7425008,238056003	C0268323,C0162565,C2677889,C0162530,C0162531,C0162532,C0032708,C4692546
potassium-aggravated-myotonia	Potassium-aggravated myotonia		D020967	608390	702355008	C2931826
potocki-lupski-syndrome	Potocki-Lupski syndrome		D002658,D058674,D008607	610883	734016004	C2931246
potocki-shaffer-syndrome	Potocki-Shaffer syndrome		D025063	601224	702346005	C1832588
ppm-x-syndrome	PPM-X syndrome		D038901	300055	702356009	C0035372
ppp2r5d-related-intellectual-disability	PPP2R5D-related intellectual disability		D008607	616355		C4225354
prader-willi-syndrome	Prader-Willi syndrome		D011218	176270	89392001	C0032897
prekallikrein-deficiency	Prekallikrein deficiency		D001778	612423	48976006	C0272339
prickle1-related-progressive-myoclonus-epilepsy-with-ataxia	PRICKLE1-related progressive myoclonus epilepsy with ataxia		D020191	612437	702326000	C2676254
primary-carnitine-deficiency	Primary carnitine deficiency	E71.41	D008052	212140	21764004	C0342788
primary-ciliary-dyskinesia	Primary ciliary dyskinesia		D002925	612518,608646,612650,610852,608647,612649,613193,611884,612274,612444,613807,244400,613808,608644,606763	42402006,86204009	C0008780,C2677085,C3542550,C2678473,C3151136,C1837616,C1970506,C2675228,C2675229,C1847554,C2675867,C3151137,C2676235,C3151460,C4551906,C2750790,C1837615,C1837618
primary-coenzyme-q10-deficiency	Primary coenzyme Q10 deficiency		D017237	607426,615573,612016,616733,614652,614651,614654,614650,616276	725394006,724575009	
primary-familial-brain-calcification	Primary familial brain calcification		D001480	615007,213600,616413,618317,615483	110997000	C3554321,C4225335,C4551624,C3809645
primary-hyperoxaluria	Primary hyperoxaluria	E72.53	D006960	613616,259900,260000	373607009,65520001,40951006,17901006	C3150878,C0268164,C0020501,C0020500,C0268165
primary-localized-cutaneous-amyloidosis	Primary localized cutaneous amyloidosis		D000686	613955,105250	733729003	C4551501,C3151404
primary-macronodular-adrenal-hyperplasia	Primary macronodular adrenal hyperplasia		D003480	615954,219080	237778003	C4014803
primary-myelofibrosis	Primary myelofibrosis		D055728	254450	52967002,443230004,128843003,307651005	C0001815
primary-spontaneous-pneumothorax	Primary spontaneous pneumothorax	J93.11	D011030	173600	328561000119107	C1868193
prion-disease	Prion disease	A81.83,A81.0,A81.81,A81.00,A81.09,A81.01,A81.82	D017096	600072,245300,123400,137440	304603007,792004,67155006,840452004,20484008	C0162534,C0022336,C0206042,C1855588,C0017495
progressive-external-ophthalmoplegia	Progressive external ophthalmoplegia	H49.43,H49.41,H49.42,H49.4,H49.40	D017246	609286,157640,609283,258450	46252003	C0162674,C1834846,C1836460,C1836439
progressive-familial-heart-block	Progressive familial heart block	Q24.6	D006327	604559,113900,140400	698249005	C1879286,C1970298
progressive-familial-intrahepatic-cholestasis	Progressive familial intrahepatic cholestasis		D002780	211600,601847,602347	74162007	C3489789,C1865643,C0268312
progressive-osseous-heteroplasia	Progressive osseous heteroplasia	M61.132,M61.179,M61.17,M61.151,M61.11,M61.122,M61.162,M61.143,M61.129,M61.172,M61.169,M61.18,M61.146,M61.142,M61.13,M61.141,M61.121,M61.119,M61.144,M61.19,M61.161,M61.159,M61.1,M61.15,M61.177,M61.174,M61.131,M61.173,M61.175,M61.145,M61.112,M61.111,M61.171,M61.176,M61.10,M61.16,M61.152,M61.12,M61.139,M61.14,M61.178	D009999	166350	719271000	C0334041
progressive-pseudorheumatoid-dysplasia	Progressive pseudorheumatoid dysplasia		D010009	208230	254065005	C0432215
progressive-supranuclear-palsy	Progressive supranuclear palsy	G23.1	D013494	610898,609454,601104	28978003,192976002	C4551863
prolidase-deficiency	Prolidase deficiency		D056732	170100	360969006,410055005,360994007	C0268532
proopiomelanocortin-deficiency	Proopiomelanocortin deficiency		D009767	609734	702949005	C1857854
propionic-acidemia	Propionic acidemia	E71.121	D056693	606054	399149003,124718009,69080001,399087009	
prostate-cancer	Prostate cancer	C61,D07.5	D011471	611959,300704,615452,608656,609558,611955,604845,610997,611100,601518,608658,611928,609299,610321,605097,603688,611958,300147,614731,602759,611868,609717,607592,176807	399068003	C3539120,C4722327,C1863600,C1970250,C2677821,C2931456
protein-c-deficiency	Protein C deficiency		D020151	176860,612304	76407009,439274008,441188004,441101007	C2674321
protein-s-deficiency	Protein S deficiency		D018455	612336	439702007,1563006,441189007,440988005	C3278211
proteus-syndrome	Proteus syndrome		D016715	176920	23150001	C0085261
prothrombin-deficiency	Prothrombin deficiency	D68.2	D007020	613679	73975000	C0272317
prothrombin-thrombophilia	Prothrombin thrombophilia	D68.52	D019851	176930,188050	441421001,441420000,440989002	C0272317
proximal-18q-deletion-syndrome	Proximal 18q deletion syndrome		D025063	601808		C0432443
pseudoachondroplasia	Pseudoachondroplasia		D004392	177170	22567005	C0410538
pseudocholinesterase-deficiency	Pseudocholinesterase deficiency		D008661	177400	360607009,360589003,191397007,418059000	C1283400
pseudohypoaldosteronism-type-1	Pseudohypoaldosteronism type 1		D011546	177735,264350	43941006	C1449842,C5774176
pseudohypoaldosteronism-type-2	Pseudohypoaldosteronism type 2		D011546	145260,614495,614496,614491,614492	15689008	C1840389
pseudoxanthoma-elasticum	Pseudoxanthoma elasticum		D011561	264800,177850	252246005,72744008	C0033847
psoriatic-arthritis	Psoriatic arthritis	L40.52,L40.59,L40.50,L40.54,L40.51,L40.53,L40.5	D015535	607507	33339001	C1835223
pulmonary-alveolar-microlithiasis	Pulmonary alveolar microlithiasis	J84.02	D017563	265100	87153008	C0155912
pulmonary-arterial-hypertension	Pulmonary arterial hypertension	I27.0,I27.21	D065627	615344,615343,615342,178600	78862003,697897003,233944003,233943009	C3809192,C4552070,C3809198,C3888002
pulmonary-veno-occlusive-disease	Pulmonary veno-occlusive disease		D011668	265450,234810	89420002	C3887658
pura-syndrome	PURA syndrome		D065886	616158		C4015357
purine-nucleoside-phosphorylase-deficiency	Purine nucleoside phosphorylase deficiency	D81.5	D016511	613179	60743005	C0268125
pyle-disease	Pyle disease	Q78.5	D010009	265900	27837003	C0265294
pyridoxal-5-phosphate-dependent-epilepsy	Pyridoxal 5'-phosphate-dependent epilepsy		D004827	610090	124174008	C1864723
pyridoxine-dependent-epilepsy	Pyridoxine-dependent epilepsy		D012640	266100	734434007	C1849508
pyruvate-carboxylase-deficiency	Pyruvate carboxylase deficiency	E74.4	D015324	266150	87694001	C0034341
pyruvate-dehydrogenase-deficiency	Pyruvate dehydrogenase deficiency		D015325	312170,614111,608782,245349,245348	46683007	C1855553,C0034345,C1855565,C3279841,C1837429,C1839413
pyruvate-kinase-deficiency	Pyruvate kinase deficiency	D55.2	D000745	266200	124331002	C0340968
rab18-deficiency	RAB18 deficiency		D000015	212720,614222,615663,600118,614225	722380003	C0796037,C5442005
rabson-mendenhall-syndrome	Rabson-Mendenhall syndrome		D056731	262190	33559001	C0271695
rapadilino-syndrome	RAPADILINO syndrome		D001848	266280	702413000	C1849453
rapid-onset-dystonia-parkinsonism	Rapid-onset dystonia parkinsonism		D020821	128235	702323008	C1868681
recombinant-8-syndrome	Recombinant 8 syndrome		D025063	179613	718189004	
recurrent-hydatidiform-mole	Recurrent hydatidiform mole	O01.0	D006828	231090,614293	237249000	C3280352,C3463897
refsum-disease	Refsum disease	G60.1	D012035	266500	25362006	C0034960
renal-coloboma-syndrome	Renal coloboma syndrome		D003103,D007674	120330	446449009	C1852759
renal-hypouricemia	Renal hypouricemia		D015499	220150,612076	236478009	C2677549,C0473219
renal-tubular-acidosis-with-deafness	Renal tubular acidosis with deafness		D000141	267300	236532003	C0403554
renal-tubular-dysgenesis	Renal tubular dysgenesis		D007674	267430	702397002	C0266313
renpenning-syndrome	Renpenning syndrome		D038901	309500	699669001	C0796135
ren-related-kidney-disease	REN-related kidney disease		D007674	613092	46785007	C2751310
restless-legs-syndrome	Restless legs syndrome	G25.81	D012148	102300,610438,608831,611185,611242,615197,612853,610439	32914008	
retinal-arterial-macroaneurysm-with-supravalvular-pulmonic-stenosis	Retinal arterial macroaneurysm with supravalvular pulmonic stenosis	H35.09	D015785	614224		C3280205
retinitis-pigmentosa	Retinitis pigmentosa	H35.52	D012174	268000	80328002,28835009	C0035334
retinoblastoma	Retinoblastoma	C69.20,C69.2,C69.22,C69.21	D012175	180200	370967009	C0035335
rett-syndrome	Rett syndrome	F84.2	D015518	312750	68618008	C0035372
rhabdoid-tumor-predisposition-syndrome	Rhabdoid tumor predisposition syndrome		D009386	609322,613325		C1836327,C2750074
rheumatoid-arthritis	Rheumatoid arthritis	M05.022,M05.45,M05.179,M05.651,M05.349,M05.121,M06.83,M05.46,M05.812,M06.839,M05.739,M06.84,M05.551,M05.461,M05.579,M05.112,M05.749,M05.049,M06.07,M05.512,M05.62,M05.31,M05.89,M05.37,M05.362,M05.67,M05.26,M05.572,M06.09,M08.029,M05.01,M05.721,M05.81,M05.731,M05.161,M05.73,M08.062,M05.54,M05.131,M05.24,M05.861,M05.259,M05.44,M08.09,M05.151,M05.431,M05.621,M05.33,M05.752,M05.63,M05.062,M08.03,M06.822,M06.849,M05.3,M05.851,M05.742,M05.079,M05.61,M05.49,M06.86,M05.51,M05.539,M05.87,M05.03,M05.77,M05.562,M05.832,M06.079,M05.412,M06.069,M05.831,M05.00,M06.021,M05.662,M06.831,M05.042,M05.419,M05.119,M05.55,M05.852,M05.43,M05.04,M05.2,M05.312,M08.032,M05.221,M05.07,M05.631,M05.16,M05.57,M05.612,M05.332,M05.071,M05.42,M06.06,M05.452,M05.06,M08.059,M05.341,M05.671,M05.239,M05.839,M05.76,M05.469,M05.069,M05.641,M05.011,M06.87,M05.449,M05.74,M08.021,M06.879,M05.141,M06.862,M05.15,M06.071,M05.122,M05.659,M06.811,M08.039,M06.80,M05.261,M06.051,M05.47,M05.732,M06.871,M05.64,M05.149,M06.89,M08.06,M05.479,M05.85,M05.769,M05.041,M05.522,M05.869,M05.421,M05.061,M05.171,M05.5,M05.321,M05.262,M06.819,M06.042,M05.021,M05.231,M05.41,M05.05,M06.012,M05.66,M08.01,M05.072,M05.722,M06.841,M05.029,M06.02,M05.729,M05.561,M06.832,M05.371,M05.86,M05.611,M05.25,M05.771,M05.819,M05.11,M06.05,M05.53,M05.471,M05.622,M05.50,M06.842,M05.9,M05.14,M05.212,M06.032,M08.04,M05.519,M08.079,M05.441,M05.051,M06.81,M05.172,M06.8,M05.642,M05.329,M05.4,M05.241,M05.541,M06.869,M05.379,M06.061,M08.069,M05.219,M06.812,M08.049,M05.09,M05.142,M08.011,M05.229,M05.56,M05.111,M05.879,M06.01,M05.841,M05.70,M06.04,M06.049,M05.032,M05.571,M08.019,M05.772,M05.531,M05.629,M05.252,M05.29,M05.521,M05.821,M05.279,M05.322,M05.352,M05.712,M05.1,M06.062,M08.07,M05.169,M06.019,M06.08,M05.0,M05.429,M05.272,M05.679,M05.372,M06.03,M05.339,M05.432,M05.7,M05.529,M06.859,M05.559,M05.22,M05.232,M05.52,M05.751,M05.82,M05.822,M05.762,M05.249,M05.222,M05.059,M05.639,M05.849,M05.20,M06.821,M05.75,M05.052,M05.632,M05.459,M06.829,M05.13,M05.319,M05.439,M05.39,M05.669,M06.872,M05.36,M05.842,M06.9,M05.619,M05.649,M05.159,M05.351,M06.039,M05.132,M05.711,M05.872,M08.0,M05.672,M08.061,M05.511,M05.342,M05.10,M05.65,M08.031,M08.072,M06.052,M05.012,M05.32,M08.051,M05.331,M05.859,M05.039,M05.451,M06.00,M06,M05.871,M05.442,M06.82,M05.369,M05.359,M05.60,M05.811,M05.411,M05.569,M05.549,M06.041,M05.269,M05.71,M05.542,M08.00,M06.011,M06.0,M05.661,M08.02,M05.23,M06.072,M05.251,M05.422,M05.21,M05.271,M05.8,M08.012,M08.05,M08.08,M05.532,M06.031,M05.031,M05,M06.059,M05.162,M05.84,M05.72,M05.862,M08.071,M05.779,M05.35,M06.022,M05.27,M05.462,M05.152,M05.17,M05.83,M05.69,M05.139,M05.59,M05.79,M05.19,M05.12,M06.852,M06.85,M06.851,M06.029,M06.861,M08.041,M05.40,M05.761,M05.30,M05.829,M05.129,M06.88,M05.80,M05.02,M05.552,M05.311,M08.022,M05.242,M05.211,M05.741,M05.6,M08.052,M05.34,M08.042,M05.472,M05.652,M05.719,M05.019,M05.759,M05.361	D001172	180300	69896004	C0003873
rhizomelic-chondrodysplasia-punctata	Rhizomelic chondrodysplasia punctata	E71.540	D018902	600121,215100,222765	56692003	C1857242,C1859133,C1838612
riboflavin-transporter-deficiency-neuronopathy	Riboflavin transporter deficiency neuronopathy		D010244	211530	699866005	C0796274
rigid-spine-muscular-dystrophy	Rigid spine muscular dystrophy		D009136	602771		C0410180
ring-chromosome-14-syndrome	Ring chromosome 14 syndrome		D012303	616606	702345009	C2930916
ring-chromosome-20-syndrome	Ring chromosome 20 syndrome		D012303		23686004	C0265482
rippling-muscle-disease	Rippling muscle disease		D020967	606072,600332	709281006	C1832560
rnase-t2-deficient-leukoencephalopathy	RNAse T2-deficient leukoencephalopathy		D020279	612951	720825005	C2751843
roberts-syndrome	Roberts syndrome		D000015	268300	48718006	C0392475
robinow-syndrome	Robinow syndrome		D000015	268310,616331,616894,180700	76520005	C5193143,C4551475,C5399974
romano-ward-syndrome	Romano-Ward syndrome	I45.81	D029597	192500,613688,603830	20852007	C0023976
rosacea	Rosacea	L71,L71.8,L71.9	D012393		398909004	
rothmund-thomson-syndrome	Rothmund-Thomson syndrome		D011038	268400	69093006	C0032339
rotor-syndrome	Rotor syndrome		D006933	237450	32891000	C0220991
rrm2b-related-mitochondrial-dna-depletion-syndrome-encephalomyopathic-form-with-renal-tubulopathy	RRM2B-related mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy		D017237	612075		
rubinstein-taybi-syndrome	Rubinstein-Taybi syndrome		D012415	613684,180849	45582004	C4551859,C3150941
russell-silver-syndrome	Russell-Silver syndrome		D056730	180860	15069006	C0175693
saddan	SADDAN		D000130	616482	699870002	C2674173
saethre-chotzen-syndrome	Saethre-Chotzen syndrome		D000168	180750,101400	83015004	C1867146,C0175699
sandhoff-disease	Sandhoff disease	E75.01	D012497	268800	23849003	C0036161
satb2-associated-syndrome	SATB2-associated syndrome		D008607	612313		C2676739
saul-wilson-syndrome	Saul-Wilson syndrome		D004392	618150	723404002	C1300285
scalp-ear-nipple-syndrome	Scalp-ear-nipple syndrome		D004476	181270	721888002	C1867020
schimke-immuno-osseous-dysplasia	Schimke immuno-osseous dysplasia		D007153,D010009	242900	723995003	C0877024
schindler-disease	Schindler disease		D016464	609241,609242	238048001	C1836522,C1836544
schinzel-giedion-syndrome	Schinzel-Giedion syndrome		D000015	269150	18899000	C0265227
schizoaffective-disorder	Schizoaffective disorder	F25.8,F25.0,F25.9,F25.1	D011618	181500	68890003	
schizophrenia	Schizophrenia	F20	D012559	181500	58214004	C0036341
schwannomatosis	Schwannomatosis	Q85.03	D009442,D012878,D017253	162091,615670	142071000119101,254240003	C1335929,C3810283
schwartz-jampel-syndrome	Schwartz-Jampel syndrome	G71.13	D010009	255800	29145002	C4551479
scn8a-related-epilepsy-with-encephalopathy	SCN8A-related epilepsy with encephalopathy		D001925,D004831	614558	431071000124107	C3281191
seasonal-affective-disorder	Seasonal affective disorder		D016574	608516	247803002	
senior-loken-syndrome	Senior-Løken syndrome		D057130,D052177	613615,606995,266900,606996,609254,610189	236531005	C1846979,C1857779,C1846980,C1836517,C4551559,C3150877
sensorineural-deafness-and-male-infertility	Sensorineural deafness and male infertility		D007248	611102	700489002	C1970187
sepiapterin-reductase-deficiency	Sepiapterin reductase deficiency		D004421	612716	45116002	C0268468
septo-optic-dysplasia	Septo-optic dysplasia	Q04.4	D025962	182230	7611002	C0338503
setbp1-haploinsufficiency-disorder	SETBP1 haploinsufficiency disorder		D008607,D007805	616078		C4015141
severe-congenital-neutropenia	Severe congenital neutropenia	D70.0	D009503	202700,617014,300299,610738,616022,613107,612541,615285	718882006,89655007	C1853118
sheldon-hall-syndrome	Sheldon-Hall syndrome	Q74.3	D001176	601680	715216008	
shingles	Shingles	B02.23,B02.3,B02.0,B02.22,B02.33,B02.39,B02,B02.31,B02.8,B02.29,B02.7,B02.34,B02.32,B02.24,B02.30,B02.21,B02.1,B02.9,B02.2	D006562		4740000	
short-branched-chain-acyl-coa-dehydrogenase-deficiency	Short/branched chain acyl-CoA dehydrogenase deficiency		D000592	610006	444838008	C1864912
short-chain-acyl-coa-dehydrogenase-deficiency	Short-chain acyl-CoA dehydrogenase deficiency	E71.312	D008052	201470	237998000,124166007	C0342783
short-qt-syndrome	Short QT syndrome		D001145	609622,609621,609620	698272007	C1865020,C1865018,C1865019
short-stature-hyperextensibility-hernia-ocular-depression-rieger-anomaly-and-teething-delay	Short stature, hyperextensibility, hernia, ocular depression, Rieger anomaly, and teething delay		D006130	269880	237608006	C0878684
shprintzen-goldberg-syndrome	Shprintzen-Goldberg syndrome		D003398	182212	719069008	C1321551
shwachman-diamond-syndrome	Shwachman-Diamond syndrome		D010188,D001855	260400	89454001	C4692625
sialic-acid-storage-disease	Sialic acid storage disease		D029461	269920,604369	34566007,87074006,238051008	C1096903,C1096902
sialidosis	Sialidosis		D009081	256550	38795005,124461006	C0023806,C4282398
sialuria	Sialuria		D008661	269921	238051008	C0342853
sickle-cell-disease	Sickle cell disease	D57.212,D57.2,D57.811,D57.819,D57.8,D57.219,D57,D57.0,D57.419,D57.02,D57.41,D57.21,D57.40,D57.3,D57.00,D57.812,D57.80,D57.411,D57.412,D57.4,D57.81,D57.20,D57.211,D57.1,D57.01	D000755	603903	417357006,127045008,416180004,127041004,417425009	C0002895
sick-sinus-syndrome	Sick sinus syndrome	I49.5	D012804	614090,163800,608567	36083008,60423000,233913007	C3279791,C1834144,C1837845
silver-syndrome	Silver syndrome	G11.4	D015419	270685	39912006,230261006	C0037773,C2931276
simpson-golabi-behmel-syndrome	Simpson-Golabi-Behmel syndrome		D005877,D000015	300209,312870	439143004	C0796154,C1846175
sitosterolemia	Sitosterolemia		D008052	210250	65419005,238104009	C0342907
sjogren-larsson-syndrome	Sjögren-Larsson syndrome		D016111	270200	111303009	C0037231
slc35a2-congenital-disorder-of-glycosylation	SLC35A2-congenital disorder of glycosylation		D018981	300896		C3806688
slc4a1-associated-distal-renal-tubular-acidosis	SLC4A1-associated distal renal tubular acidosis		D000141	179800,611590	236461000	CN280572
small-fiber-neuropathy	Small fiber neuropathy		D000071075	133020	709489006	C3276706
smith-kingsmore-syndrome	Smith-Kingsmore syndrome		D008607	616638		C4225259
smith-lemli-opitz-syndrome	Smith-Lemli-Opitz syndrome	E78.72	D019082	270400	43929004	C0175694
smith-magenis-syndrome	Smith-Magenis syndrome		D058496	182290	401315004	C0795864
snijders-blok-campeau-syndrome	Snijders Blok-Campeau syndrome		D001072,D008607	618205		
snyder-robinson-syndrome	Snyder-Robinson syndrome		D002658,D038901	309583	702416008	C0796160
sost-related-sclerosing-bone-dysplasia	SOST-related sclerosing bone dysplasia		D015576	239100,269500	59763006,17568006	C0432272
sotos-syndrome	Sotos syndrome	E22.0	D058495	117550	75968004	C0175695
sox2-anophthalmia-syndrome	SOX2 anophthalmia syndrome		D000853	206900	698851003	C1859773
spastic-paraplegia-type-11	Spastic paraplegia type 11	G11.4	D015419,D010264	604360	715491000	C1858479,C0037773
spastic-paraplegia-type-15	Spastic paraplegia type 15	G11.4	D015419	270700	709417000	C1849128,C0037773
spastic-paraplegia-type-2	Spastic paraplegia type 2	G11.4	D015419,D010264	312920	723622007	C1839264,C0037773
spastic-paraplegia-type-31	Spastic paraplegia type 31	G11.4	D015419	610250	230260007	C1853247,C0037773
spastic-paraplegia-type-3a	Spastic paraplegia type 3A	G11.4	D015419	182600	39912006	C2931355,C0037773
spastic-paraplegia-type-49	Spastic paraplegia type 49		D015419,D009477	615031		C3542549,C0037773
spastic-paraplegia-type-4	Spastic paraplegia type 4	G11.4	D015419,D010264	182601	230260007	C1866855,C0037773
spastic-paraplegia-type-5a	Spastic paraplegia type 5A	G11.4	D015419	270800	39912006	C0037773,C1849115
spastic-paraplegia-type-7	Spastic paraplegia type 7	G11.4	D015419,D010264	607259	715776003	C1846564,C0037773
spastic-paraplegia-type-8	Spastic paraplegia type 8	G11.4	D015419,D010264	603563	230260007	C1863704,C0037773
