name	ghr-page	reviewed	published
Otopalatodigital syndrome type 2	https://medlineplus.gov/genetics/condition/otopalatodigital-syndrome-type-2	2020-07	2021-07-28
Otospondylomegaepiphyseal dysplasia	https://medlineplus.gov/genetics/condition/otospondylomegaepiphyseal-dysplasia	2016-05	2023-08-22
Otulipenia	https://medlineplus.gov/genetics/condition/otulipenia	2016-12	2020-08-18
Ovarian cancer	https://medlineplus.gov/genetics/condition/ovarian-cancer	2019-02	2020-08-18
PACS1 syndrome	https://medlineplus.gov/genetics/condition/pacs1-syndrome	2019-03	2023-02-27
PDGFRA-associated chronic eosinophilic leukemia	https://medlineplus.gov/genetics/condition/pdgfra-associated-chronic-eosinophilic-leukemia	2015-09	2022-12-14
PDGFRB-associated chronic eosinophilic leukemia	https://medlineplus.gov/genetics/condition/pdgfrb-associated-chronic-eosinophilic-leukemia	2013-02	2022-12-14
PGM3-congenital disorder of glycosylation	https://medlineplus.gov/genetics/condition/pgm3-congenital-disorder-of-glycosylation	2019-08	2020-08-18
PLCG2-associated antibody deficiency and immune dysregulation	https://medlineplus.gov/genetics/condition/plcg2-associated-antibody-deficiency-and-immune-dysregulation	2019-09	2023-03-21
PMM2-congenital disorder of glycosylation	https://medlineplus.gov/genetics/condition/pmm2-congenital-disorder-of-glycosylation	2010-07	2020-08-18
PPM-X syndrome	https://medlineplus.gov/genetics/condition/ppm-x-syndrome	2018-01	2020-08-18
PPP2R5D-related intellectual disability	https://medlineplus.gov/genetics/condition/ppp2r5d-related-intellectual-disability	2017-08	2021-02-01
PRICKLE1-related progressive myoclonus epilepsy with ataxia	https://medlineplus.gov/genetics/condition/prickle1-related-progressive-myoclonus-epilepsy-with-ataxia	2011-12	2020-08-18
PURA syndrome	https://medlineplus.gov/genetics/condition/pura-syndrome	2017-08	2020-08-18
Pachyonychia congenita	https://medlineplus.gov/genetics/condition/pachyonychia-congenita	2019-03	2023-04-24
Paget disease of bone	https://medlineplus.gov/genetics/condition/paget-disease-of-bone	2015-09	2020-08-18
Pallister-Hall syndrome	https://medlineplus.gov/genetics/condition/pallister-hall-syndrome	2016-11	2020-08-18
Pallister-Killian mosaic syndrome	https://medlineplus.gov/genetics/condition/pallister-killian-mosaic-syndrome	2015-06	2020-09-08
Palmoplantar keratoderma with deafness	https://medlineplus.gov/genetics/condition/palmoplantar-keratoderma-with-deafness	2012-11	2020-08-18
Pantothenate kinase-associated neurodegeneration	https://medlineplus.gov/genetics/condition/pantothenate-kinase-associated-neurodegeneration	2021-06	2023-08-21
Paramyotonia congenita	https://medlineplus.gov/genetics/condition/paramyotonia-congenita	2015-08	2020-08-18
Parathyroid cancer	https://medlineplus.gov/genetics/condition/parathyroid-cancer	2017-09	2020-08-18
Parkes Weber syndrome	https://medlineplus.gov/genetics/condition/parkes-weber-syndrome	2011-08	2023-08-21
Parkinson's disease	https://medlineplus.gov/genetics/condition/parkinsons-disease	2012-05	2023-07-19
Paroxysmal extreme pain disorder	https://medlineplus.gov/genetics/condition/paroxysmal-extreme-pain-disorder	2012-11	2020-08-18
Paroxysmal nocturnal hemoglobinuria	https://medlineplus.gov/genetics/condition/paroxysmal-nocturnal-hemoglobinuria	2022-02	2022-04-05
Partington syndrome	https://medlineplus.gov/genetics/condition/partington-syndrome	2017-08	2020-08-18
Pearson syndrome	https://medlineplus.gov/genetics/condition/pearson-syndrome	2021-06	2023-07-25
Peeling skin syndrome 2	https://medlineplus.gov/genetics/condition/peeling-skin-syndrome-2	2014-04	2023-09-06
Pelizaeus-Merzbacher disease	https://medlineplus.gov/genetics/condition/pelizaeus-merzbacher-disease	2018-02	2020-08-18
Pelizaeus-Merzbacher-like disease type 1	https://medlineplus.gov/genetics/condition/pelizaeus-merzbacher-like-disease-type-1	2018-04	2020-08-18
Pendred syndrome	https://medlineplus.gov/genetics/condition/pendred-syndrome	2016-03	2020-08-18
Periventricular heterotopia	https://medlineplus.gov/genetics/condition/periventricular-heterotopia	2018-02	2020-09-08
Permanent neonatal diabetes mellitus	https://medlineplus.gov/genetics/condition/permanent-neonatal-diabetes-mellitus	2011-07	2023-07-19
Peroxisomal acyl-CoA oxidase deficiency	https://medlineplus.gov/genetics/condition/peroxisomal-acyl-coa-oxidase-deficiency	2018-02	2020-08-18
Perrault syndrome	https://medlineplus.gov/genetics/condition/perrault-syndrome	2014-12	2020-08-18
Perry syndrome	https://medlineplus.gov/genetics/condition/perry-syndrome	2015-09	2020-08-18
Persistent Müllerian duct syndrome	https://medlineplus.gov/genetics/condition/persistent-mullerian-duct-syndrome	2011-03	2020-08-18
Peters anomaly	https://medlineplus.gov/genetics/condition/peters-anomaly	2014-01	2023-08-18
Peters plus syndrome	https://medlineplus.gov/genetics/condition/peters-plus-syndrome	2013-09	2023-04-04
Peutz-Jeghers syndrome	https://medlineplus.gov/genetics/condition/peutz-jeghers-syndrome	2013-02	2020-08-18
Pfeiffer syndrome	https://medlineplus.gov/genetics/condition/pfeiffer-syndrome	2017-01	2020-08-18
Phenylketonuria	https://medlineplus.gov/genetics/condition/phenylketonuria	2017-10	2023-04-25
Phosphoglycerate dehydrogenase deficiency	https://medlineplus.gov/genetics/condition/phosphoglycerate-dehydrogenase-deficiency	2014-05	2020-08-18
Phosphoglycerate kinase deficiency	https://medlineplus.gov/genetics/condition/phosphoglycerate-kinase-deficiency	2011-12	2020-08-18
Phosphoglycerate mutase deficiency	https://medlineplus.gov/genetics/condition/phosphoglycerate-mutase-deficiency	2011-12	2020-08-18
Phosphoribosylpyrophosphate synthetase superactivity	https://medlineplus.gov/genetics/condition/phosphoribosylpyrophosphate-synthetase-superactivity	2009-09	2020-08-18
Piebaldism	https://medlineplus.gov/genetics/condition/piebaldism	2013-02	2023-03-21
Pilomatricoma	https://medlineplus.gov/genetics/condition/pilomatricoma	2012-06	2020-08-18
Pitt-Hopkins syndrome	https://medlineplus.gov/genetics/condition/pitt-hopkins-syndrome	2015-02	2020-08-18
Platyspondylic lethal skeletal dysplasia, Torrance type	https://medlineplus.gov/genetics/condition/platyspondylic-lethal-skeletal-dysplasia-torrance-type	2008-07	2020-08-18
Poikiloderma with neutropenia	https://medlineplus.gov/genetics/condition/poikiloderma-with-neutropenia	2018-06	2020-08-18
Pol III-related leukodystrophy	https://medlineplus.gov/genetics/condition/pol-iii-related-leukodystrophy	2017-06	2023-02-28
Poland syndrome	https://medlineplus.gov/genetics/condition/poland-syndrome	2016-04	2020-08-18
Polycystic kidney disease	https://medlineplus.gov/genetics/condition/polycystic-kidney-disease	2014-05	2020-08-18
Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy	https://medlineplus.gov/genetics/condition/polycystic-lipomembranous-osteodysplasia-with-sclerosing-leukoencephalopathy	2008-11	2023-10-17
Polycystic ovary syndrome	https://medlineplus.gov/genetics/condition/polycystic-ovary-syndrome	2020-01	2023-07-19
Polycythemia vera	https://medlineplus.gov/genetics/condition/polycythemia-vera	2013-07	2020-08-18
Polymicrogyria	https://medlineplus.gov/genetics/condition/polymicrogyria	2009-06	2020-08-18
Pompe disease	https://medlineplus.gov/genetics/condition/pompe-disease	2016-02	2021-05-20
Pontocerebellar hypoplasia	https://medlineplus.gov/genetics/condition/pontocerebellar-hypoplasia	2014-11	2023-08-18
Popliteal pterygium syndrome	https://medlineplus.gov/genetics/condition/popliteal-pterygium-syndrome	2008-04	2022-07-07
Porphyria	https://medlineplus.gov/genetics/condition/porphyria	2009-07	2020-08-18
Potassium-aggravated myotonia	https://medlineplus.gov/genetics/condition/potassium-aggravated-myotonia	2021-08	2021-08-05
Potocki-Lupski syndrome	https://medlineplus.gov/genetics/condition/potocki-lupski-syndrome	2017-10	2023-07-13
Potocki-Shaffer syndrome	https://medlineplus.gov/genetics/condition/potocki-shaffer-syndrome	2016-05	2020-09-08
Prader-Willi syndrome	https://medlineplus.gov/genetics/condition/prader-willi-syndrome	2022-05	2022-05-13
Preeclampsia	https://medlineplus.gov/genetics/condition/preeclampsia	2016-09	2022-05-16
Prekallikrein deficiency	https://medlineplus.gov/genetics/condition/prekallikrein-deficiency	2014-07	2020-08-18
Primary carnitine deficiency	https://medlineplus.gov/genetics/condition/primary-carnitine-deficiency	2014-09	2023-07-26
Primary ciliary dyskinesia	https://medlineplus.gov/genetics/condition/primary-ciliary-dyskinesia	2014-04	2020-08-18
Primary coenzyme Q10 deficiency	https://medlineplus.gov/genetics/condition/primary-coenzyme-q10-deficiency	2017-04	2020-08-18
Primary familial brain calcification	https://medlineplus.gov/genetics/condition/primary-familial-brain-calcification	2020-01	2020-08-18
Primary hyperoxaluria	https://medlineplus.gov/genetics/condition/primary-hyperoxaluria	2015-12	2020-08-18
Primary localized cutaneous amyloidosis	https://medlineplus.gov/genetics/condition/primary-localized-cutaneous-amyloidosis	2017-03	2021-11-24
Primary macronodular adrenal hyperplasia	https://medlineplus.gov/genetics/condition/primary-macronodular-adrenal-hyperplasia	2015-05	2023-07-26
Primary myelofibrosis	https://medlineplus.gov/genetics/condition/primary-myelofibrosis	2014-09	2020-08-18
Primary sclerosing cholangitis	https://medlineplus.gov/genetics/condition/primary-sclerosing-cholangitis	2012-05	2020-08-18
Primary spontaneous pneumothorax	https://medlineplus.gov/genetics/condition/primary-spontaneous-pneumothorax	2016-11	2020-08-18
Prion disease	https://medlineplus.gov/genetics/condition/prion-disease	2014-01	2020-08-18
Progressive external ophthalmoplegia	https://medlineplus.gov/genetics/condition/progressive-external-ophthalmoplegia	2016-05	2020-09-08
Progressive familial heart block	https://medlineplus.gov/genetics/condition/progressive-familial-heart-block	2015-04	2020-08-18
Progressive familial intrahepatic cholestasis	https://medlineplus.gov/genetics/condition/progressive-familial-intrahepatic-cholestasis	2009-12	2020-08-18
Progressive osseous heteroplasia	https://medlineplus.gov/genetics/condition/progressive-osseous-heteroplasia	2018-02	2020-08-18
Progressive pseudorheumatoid dysplasia	https://medlineplus.gov/genetics/condition/progressive-pseudorheumatoid-dysplasia	2013-04	2020-08-18
Progressive supranuclear palsy	https://medlineplus.gov/genetics/condition/progressive-supranuclear-palsy	2015-05	2020-08-18
Prolidase deficiency	https://medlineplus.gov/genetics/condition/prolidase-deficiency	2012-02	2020-08-18
Proopiomelanocortin deficiency	https://medlineplus.gov/genetics/condition/proopiomelanocortin-deficiency	2014-02	2023-07-19
Propionic acidemia	https://medlineplus.gov/genetics/condition/propionic-acidemia	2018-02	2020-08-18
Prostate cancer	https://medlineplus.gov/genetics/condition/prostate-cancer	2021-08	2021-08-05
Protein C deficiency	https://medlineplus.gov/genetics/condition/protein-c-deficiency	2013-05	2020-08-18
Protein S deficiency	https://medlineplus.gov/genetics/condition/protein-s-deficiency	2009-10	2020-08-18
Proteus syndrome	https://medlineplus.gov/genetics/condition/proteus-syndrome	2012-06	2023-02-28
Prothrombin deficiency	https://medlineplus.gov/genetics/condition/prothrombin-deficiency	2013-11	2023-08-22
Prothrombin thrombophilia	https://medlineplus.gov/genetics/condition/prothrombin-thrombophilia	2008-08	2020-08-18
Proximal 18q deletion syndrome	https://medlineplus.gov/genetics/condition/proximal-18q-deletion-syndrome	2018-11	2023-08-02
Pseudoachondroplasia	https://medlineplus.gov/genetics/condition/pseudoachondroplasia	2013-01	2020-08-18
Pseudocholinesterase deficiency	https://medlineplus.gov/genetics/condition/pseudocholinesterase-deficiency	2012-04	2020-08-18
Pseudohypoaldosteronism type 1	https://medlineplus.gov/genetics/condition/pseudohypoaldosteronism-type-1	2011-12	2023-08-21
Pseudohypoaldosteronism type 2	https://medlineplus.gov/genetics/condition/pseudohypoaldosteronism-type-2	2016-03	2020-08-18
Pseudoxanthoma elasticum	https://medlineplus.gov/genetics/condition/pseudoxanthoma-elasticum	2015-01	2020-08-18
Psoriatic arthritis	https://medlineplus.gov/genetics/condition/psoriatic-arthritis	2014-08	2020-08-18
Pulmonary alveolar microlithiasis	https://medlineplus.gov/genetics/condition/pulmonary-alveolar-microlithiasis	2018-01	2020-08-18
Pulmonary arterial hypertension	https://medlineplus.gov/genetics/condition/pulmonary-arterial-hypertension	2016-01	2023-02-28
Pulmonary veno-occlusive disease	https://medlineplus.gov/genetics/condition/pulmonary-veno-occlusive-disease	2015-03	2023-03-01
Purine nucleoside phosphorylase deficiency	https://medlineplus.gov/genetics/condition/purine-nucleoside-phosphorylase-deficiency	2019-04	2020-08-18
Pyle disease	https://medlineplus.gov/genetics/condition/pyle-disease	2017-03	2020-08-18
Pyridoxal 5'-phosphate-dependent epilepsy	https://medlineplus.gov/genetics/condition/pyridoxal-5-phosphate-dependent-epilepsy	2008-06	2022-08-03
Pyridoxine-dependent epilepsy	https://medlineplus.gov/genetics/condition/pyridoxine-dependent-epilepsy	2013-02	2021-04-07
Pyruvate carboxylase deficiency	https://medlineplus.gov/genetics/condition/pyruvate-carboxylase-deficiency	2017-08	2020-08-18
Pyruvate dehydrogenase deficiency	https://medlineplus.gov/genetics/condition/pyruvate-dehydrogenase-deficiency	2012-07	2021-06-24
Pyruvate kinase deficiency	https://medlineplus.gov/genetics/condition/pyruvate-kinase-deficiency	2012-04	2020-08-18
RAB18 deficiency	https://medlineplus.gov/genetics/condition/rab18-deficiency	2018-04	2023-08-22
RAPADILINO syndrome	https://medlineplus.gov/genetics/condition/rapadilino-syndrome	2013-08	2023-03-01
REN-related kidney disease	https://medlineplus.gov/genetics/condition/ren-related-kidney-disease	2010-01	2023-03-01
RNAse T2-deficient leukoencephalopathy	https://medlineplus.gov/genetics/condition/rnase-t2-deficient-leukoencephalopathy	2016-11	2022-10-26
RRM2B-related mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy	https://medlineplus.gov/genetics/condition/rrm2b-related-mitochondrial-dna-depletion-syndrome-encephalomyopathic-form-with-renal-tubulopathy	2020-05	2020-08-18
Rabson-Mendenhall syndrome	https://medlineplus.gov/genetics/condition/rabson-mendenhall-syndrome	2014-12	2023-07-19
Rapid-onset dystonia parkinsonism	https://medlineplus.gov/genetics/condition/rapid-onset-dystonia-parkinsonism	2009-07	2020-08-18
Raynaud phenomenon	https://medlineplus.gov/genetics/condition/raynaud-phenomenon	2018-03	2021-08-03
Recombinant 8 syndrome	https://medlineplus.gov/genetics/condition/recombinant-8-syndrome	2009-04	2022-08-23
Recurrent hydatidiform mole	https://medlineplus.gov/genetics/condition/recurrent-hydatidiform-mole	2018-12	2020-08-18
Refsum disease	https://medlineplus.gov/genetics/condition/refsum-disease	2016-11	2023-04-04
Renal coloboma syndrome	https://medlineplus.gov/genetics/condition/renal-coloboma-syndrome	2008-07	2022-08-03
Renal hypouricemia	https://medlineplus.gov/genetics/condition/renal-hypouricemia	2015-01	2023-03-01
Renal tubular acidosis with deafness	https://medlineplus.gov/genetics/condition/renal-tubular-acidosis-with-deafness	2014-03	2020-08-18
Renal tubular dysgenesis	https://medlineplus.gov/genetics/condition/renal-tubular-dysgenesis	2013-05	2020-08-18
Renpenning syndrome	https://medlineplus.gov/genetics/condition/renpenning-syndrome	2012-06	2020-08-18
Restless legs syndrome	https://medlineplus.gov/genetics/condition/restless-legs-syndrome	2018-05	2023-07-17
Retinal arterial macroaneurysm with supravalvular pulmonic stenosis	https://medlineplus.gov/genetics/condition/retinal-arterial-macroaneurysm-with-supravalvular-pulmonic-stenosis	2015-08	2020-08-18
Retinitis pigmentosa	https://medlineplus.gov/genetics/condition/retinitis-pigmentosa	2010-10	2023-03-01
Retinoblastoma	https://medlineplus.gov/genetics/condition/retinoblastoma	2017-12	2020-09-08
Retroperitoneal fibrosis	https://medlineplus.gov/genetics/condition/retroperitoneal-fibrosis	2013-07	2020-08-18
Rett syndrome	https://medlineplus.gov/genetics/condition/rett-syndrome	2018-10	2023-04-04
Rhabdoid tumor predisposition syndrome	https://medlineplus.gov/genetics/condition/rhabdoid-tumor-predisposition-syndrome	2018-05	2020-08-18
Rheumatoid arthritis	https://medlineplus.gov/genetics/condition/rheumatoid-arthritis	2013-09	2020-08-18
Rhizomelic chondrodysplasia punctata	https://medlineplus.gov/genetics/condition/rhizomelic-chondrodysplasia-punctata	2010-07	2020-08-18
Riboflavin transporter deficiency neuronopathy	https://medlineplus.gov/genetics/condition/riboflavin-transporter-deficiency-neuronopathy	2016-01	2020-08-18
Rigid spine muscular dystrophy	https://medlineplus.gov/genetics/condition/rigid-spine-muscular-dystrophy	2019-03	2020-08-18
Ring chromosome 14 syndrome	https://medlineplus.gov/genetics/condition/ring-chromosome-14-syndrome	2015-10	2020-09-08
Ring chromosome 20 syndrome	https://medlineplus.gov/genetics/condition/ring-chromosome-20-syndrome	2009-05	2020-09-08
Rippling muscle disease	https://medlineplus.gov/genetics/condition/rippling-muscle-disease	2014-05	2023-03-01
Roberts syndrome	https://medlineplus.gov/genetics/condition/roberts-syndrome	2019-03	2020-08-18
Robinow syndrome	https://medlineplus.gov/genetics/condition/robinow-syndrome	2018-02	2023-08-21
Romano-Ward syndrome	https://medlineplus.gov/genetics/condition/romano-ward-syndrome	2017-05	2023-08-21
Rosacea	https://medlineplus.gov/genetics/condition/rosacea	2018-09	2020-08-18
Rothmund-Thomson syndrome	https://medlineplus.gov/genetics/condition/rothmund-thomson-syndrome	2013-08	2023-03-01
Rotor syndrome	https://medlineplus.gov/genetics/condition/rotor-syndrome	2013-03	2020-08-18
Rubinstein-Taybi syndrome	https://medlineplus.gov/genetics/condition/rubinstein-taybi-syndrome	2020-01	2020-09-08
Russell-Silver syndrome	https://medlineplus.gov/genetics/condition/russell-silver-syndrome	2016-09	2023-07-26
SADDAN	https://medlineplus.gov/genetics/condition/saddan	2012-10	2020-08-18
SATB2-associated syndrome	https://medlineplus.gov/genetics/condition/satb2-associated-syndrome	2017-02	2022-11-08
SCN8A-related epilepsy with encephalopathy	https://medlineplus.gov/genetics/condition/scn8a-related-epilepsy-with-encephalopathy	2017-08	2020-08-18
SETBP1 haploinsufficiency disorder	https://medlineplus.gov/genetics/condition/setbp1-haploinsufficiency-disorder	2019-08	2023-08-07
SLC35A2-congenital disorder of glycosylation	https://medlineplus.gov/genetics/condition/slc35a2-congenital-disorder-of-glycosylation	2018-08	2021-11-26
SLC4A1-associated distal renal tubular acidosis	https://medlineplus.gov/genetics/condition/slc4a1-associated-distal-renal-tubular-acidosis	2014-08	2023-08-21
SOST-related sclerosing bone dysplasia	https://medlineplus.gov/genetics/condition/sost-related-sclerosing-bone-dysplasia	2009-06	2020-08-18
SOX2 anophthalmia syndrome	https://medlineplus.gov/genetics/condition/sox2-anophthalmia-syndrome	2009-03	2020-08-18
SRD5A3-congenital disorder of glycosylation	https://medlineplus.gov/genetics/condition/srd5a3-congenital-disorder-of-glycosylation	2021-09	2023-03-01
STAC3 disorder	https://medlineplus.gov/genetics/condition/stac3-disorder	2020-04	2023-03-01
STING-associated vasculopathy with onset in infancy	https://medlineplus.gov/genetics/condition/sting-associated-vasculopathy-with-onset-in-infancy	2014-10	2020-08-18
STXBP1 encephalopathy	https://medlineplus.gov/genetics/condition/stxbp1-encephalopathy	2020-12	2023-03-01
SYNGAP1-related intellectual disability	https://medlineplus.gov/genetics/condition/syngap1-related-intellectual-disability	2016-05	2023-03-01
Saethre-Chotzen syndrome	https://medlineplus.gov/genetics/condition/saethre-chotzen-syndrome	2020-04	2020-09-08
Sandhoff disease	https://medlineplus.gov/genetics/condition/sandhoff-disease	2021-12	2022-04-21
Saul-Wilson syndrome	https://medlineplus.gov/genetics/condition/saul-wilson-syndrome	2020-04	2020-08-18
Scalp-ear-nipple syndrome	https://medlineplus.gov/genetics/condition/scalp-ear-nipple-syndrome	2017-04	2020-08-18
Schimke immuno-osseous dysplasia	https://medlineplus.gov/genetics/condition/schimke-immuno-osseous-dysplasia	2008-11	2020-08-18
Schindler disease	https://medlineplus.gov/genetics/condition/schindler-disease	2010-02	2023-08-02
Schinzel-Giedion syndrome	https://medlineplus.gov/genetics/condition/schinzel-giedion-syndrome	2019-08	2020-08-18
Schizoaffective disorder	https://medlineplus.gov/genetics/condition/schizoaffective-disorder	2018-02	2023-03-01
Schizophrenia	https://medlineplus.gov/genetics/condition/schizophrenia	2018-02	2023-07-18
Schwannomatosis	https://medlineplus.gov/genetics/condition/schwannomatosis	2017-01	2023-03-01
Schwartz-Jampel syndrome	https://medlineplus.gov/genetics/condition/schwartz-jampel-syndrome	2016-04	2020-08-18
Seasonal affective disorder	https://medlineplus.gov/genetics/condition/seasonal-affective-disorder	2019-05	2023-03-01
Senior-Løken syndrome	https://medlineplus.gov/genetics/condition/senior-loken-syndrome	2012-06	2023-03-01
Sensorineural deafness and male infertility	https://medlineplus.gov/genetics/condition/sensorineural-deafness-and-male-infertility	2010-04	2020-09-08
Sepiapterin reductase deficiency	https://medlineplus.gov/genetics/condition/sepiapterin-reductase-deficiency	2011-06	2020-08-18
Septo-optic dysplasia	https://medlineplus.gov/genetics/condition/septo-optic-dysplasia	2010-03	2023-07-26
Severe congenital neutropenia	https://medlineplus.gov/genetics/condition/severe-congenital-neutropenia	2022-05	2023-08-22
Sheldon-Hall syndrome	https://medlineplus.gov/genetics/condition/sheldon-hall-syndrome	2015-06	2020-08-18
Shingles	https://medlineplus.gov/genetics/condition/shingles	2018-01	2020-08-18
Short QT syndrome	https://medlineplus.gov/genetics/condition/short-qt-syndrome	2013-06	2020-08-18
Short stature, hyperextensibility, hernia, ocular depression, Rieger anomaly, and teething delay	https://medlineplus.gov/genetics/condition/short-stature-hyperextensibility-hernia-ocular-depression-rieger-anomaly-and-teething-delay	2013-12	2023-07-25
Short-chain acyl-CoA dehydrogenase deficiency	https://medlineplus.gov/genetics/condition/short-chain-acyl-coa-dehydrogenase-deficiency	2015-05	2023-07-26
Short/branched chain acyl-CoA dehydrogenase deficiency	https://medlineplus.gov/genetics/condition/short-branched-chain-acyl-coa-dehydrogenase-deficiency	2017-02	2020-08-18
Shprintzen-Goldberg syndrome	https://medlineplus.gov/genetics/condition/shprintzen-goldberg-syndrome	2016-05	2023-03-01
Shwachman-Diamond syndrome	https://medlineplus.gov/genetics/condition/shwachman-diamond-syndrome	2020-03	2020-08-18
Sialic acid storage disease	https://medlineplus.gov/genetics/condition/sialic-acid-storage-disease	2008-02	2020-08-18
Sialidosis	https://medlineplus.gov/genetics/condition/sialidosis	2010-05	2020-08-18
Sialuria	https://medlineplus.gov/genetics/condition/sialuria	2008-12	2020-08-18
Sick sinus syndrome	https://medlineplus.gov/genetics/condition/sick-sinus-syndrome	2013-08	2020-08-18
Sickle cell disease	https://medlineplus.gov/genetics/condition/sickle-cell-disease	2020-07	2023-03-01
Silver syndrome	https://medlineplus.gov/genetics/condition/silver-syndrome	2012-02	2021-04-27
Simpson-Golabi-Behmel syndrome	https://medlineplus.gov/genetics/condition/simpson-golabi-behmel-syndrome	2017-07	2020-08-18
Sitosterolemia	https://medlineplus.gov/genetics/condition/sitosterolemia	2016-11	2020-08-18
Sjögren syndrome	https://medlineplus.gov/genetics/condition/sjogren-syndrome	2021-12	2021-12-09
Sjögren-Larsson syndrome	https://medlineplus.gov/genetics/condition/sjogren-larsson-syndrome	2011-10	2020-08-18
Small fiber neuropathy	https://medlineplus.gov/genetics/condition/small-fiber-neuropathy	2012-11	2020-08-18
Smith-Kingsmore syndrome	https://medlineplus.gov/genetics/condition/smith-kingsmore-syndrome	2019-01	2023-08-02
Smith-Lemli-Opitz syndrome	https://medlineplus.gov/genetics/condition/smith-lemli-opitz-syndrome	2020-01	2020-08-18
Smith-Magenis syndrome	https://medlineplus.gov/genetics/condition/smith-magenis-syndrome	2017-10	2023-05-04
Snijders Blok-Campeau syndrome	https://medlineplus.gov/genetics/condition/snijders-blok-campeau-syndrome	2020-07	2020-08-18
Snyder-Robinson syndrome	https://medlineplus.gov/genetics/condition/snyder-robinson-syndrome	2016-11	2020-08-18
Sotos syndrome	https://medlineplus.gov/genetics/condition/sotos-syndrome	2021-02	2023-07-12
Spastic paraplegia type 11	https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-11	2009-04	2021-04-27
Spastic paraplegia type 15	https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-15	2014-04	2021-06-15
Spastic paraplegia type 2	https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-2	2008-03	2021-04-27
Spastic paraplegia type 31	https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-31	2015-04	2021-04-27
Spastic paraplegia type 3A	https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-3a	2015-03	2021-04-27
Spastic paraplegia type 4	https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-4	2020-07	2021-04-27
Spastic paraplegia type 49	https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-49	2018-06	2021-04-27
Spastic paraplegia type 5A	https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-5a	2017-09	2021-04-27
Spastic paraplegia type 7	https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-7	2021-06	2021-06-25
Spastic paraplegia type 8	https://medlineplus.gov/genetics/condition/spastic-paraplegia-type-8	2009-03	2021-04-27
Spina bifida	https://medlineplus.gov/genetics/condition/spina-bifida	2019-09	2023-08-23
Spinal and bulbar muscular atrophy	https://medlineplus.gov/genetics/condition/spinal-and-bulbar-muscular-atrophy	2020-06	2020-08-18
Spinal muscular atrophy	https://medlineplus.gov/genetics/condition/spinal-muscular-atrophy	2018-10	2020-08-18
Spinal muscular atrophy with lower extremity predominance	https://medlineplus.gov/genetics/condition/spinal-muscular-atrophy-with-lower-extremity-predominance	2019-02	2020-08-18
Spinal muscular atrophy with progressive myoclonic epilepsy	https://medlineplus.gov/genetics/condition/spinal-muscular-atrophy-with-progressive-myoclonic-epilepsy	2022-05	2022-05-23
Spinal muscular atrophy with respiratory distress type 1	https://medlineplus.gov/genetics/condition/spinal-muscular-atrophy-with-respiratory-distress-type-1	2019-03	2020-08-18
Spinocerebellar ataxia type 1	https://medlineplus.gov/genetics/condition/spinocerebellar-ataxia-type-1	2011-02	2020-08-18
Spinocerebellar ataxia type 2	https://medlineplus.gov/genetics/condition/spinocerebellar-ataxia-type-2	2019-12	2020-08-18
Spinocerebellar ataxia type 3	https://medlineplus.gov/genetics/condition/spinocerebellar-ataxia-type-3	2019-02	2020-09-29
Spinocerebellar ataxia type 36	https://medlineplus.gov/genetics/condition/spinocerebellar-ataxia-type-36	2014-12	2020-08-18
Spinocerebellar ataxia type 6	https://medlineplus.gov/genetics/condition/spinocerebellar-ataxia-type-6	2011-02	2022-07-29
Spondylocarpotarsal synostosis syndrome	https://medlineplus.gov/genetics/condition/spondylocarpotarsal-synostosis-syndrome	2018-04	2020-08-18
Spondylocostal dysostosis	https://medlineplus.gov/genetics/condition/spondylocostal-dysostosis	2016-06	2020-08-18
Spondyloenchondrodysplasia with immune dysregulation	https://medlineplus.gov/genetics/condition/spondyloenchondrodysplasia-with-immune-dysregulation	2020-12	2020-12-21
Spondyloepimetaphyseal dysplasia, Strudwick type	https://medlineplus.gov/genetics/condition/spondyloepimetaphyseal-dysplasia-strudwick-type	2008-07	2020-08-18
Spondyloepiphyseal dysplasia congenita	https://medlineplus.gov/genetics/condition/spondyloepiphyseal-dysplasia-congenita	2016-04	2020-08-18
Spondyloperipheral dysplasia	https://medlineplus.gov/genetics/condition/spondyloperipheral-dysplasia	2008-07	2020-08-18
Spondylothoracic dysostosis	https://medlineplus.gov/genetics/condition/spondylothoracic-dysostosis	2016-06	2020-08-18
Sporadic hemiplegic migraine	https://medlineplus.gov/genetics/condition/sporadic-hemiplegic-migraine	2017-10	2023-03-01
Stargardt macular degeneration	https://medlineplus.gov/genetics/condition/stargardt-macular-degeneration	2010-11	2023-10-27
Steatocystoma multiplex	https://medlineplus.gov/genetics/condition/steatocystoma-multiplex	2016-09	2023-03-01
